time,open,high,low,close,adjClose,volume,ma_long,ma_short,position,prediction,position,fees,pnl,capital,total_profit,total_loss,count_profit,count_loss
2007-12-03 00:00:00,345.850861,347.847839,340.910919,341.10611,341.10611,8641500.0,341.10611,341.10611,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-12-04 00:00:00,339.494507,346.346344,338.898895,342.422424,342.422424,8455100.0,341.764267,341.764267,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-12-05 00:00:00,346.7117,349.814819,344.094086,349.604614,349.604614,8410700.0,344.377716,344.377716,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-12-06 00:00:00,349.249237,358.638641,348.853851,357.987976,357.987976,9808100.0,347.78028100000006,347.78028100000006,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-12-07 00:00:00,357.852844,359.359344,355.605591,357.792786,357.792786,7696400.0,349.78278200000005,349.78278200000005,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-12-10 00:00:00,358.353363,362.762756,357.357361,359.56958,359.56958,7704600.0,351.41391500000003,351.41391500000003,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-12-11 00:00:00,360.330322,360.855865,349.739746,349.949951,349.949951,12265900.0,351.20477728571433,352.8878885,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-12-12 00:00:00,357.357361,357.517517,344.594604,350.025024,350.025024,12305800.0,351.057308125,354.1549885,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-12-13 00:00:00,348.50351,349.159149,340.945953,347.372375,347.372375,10071500.0,350.6478711111111,353.7829486666667,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-12-14 00:00:00,344.099091,350.200195,343.973969,345.325317,345.325317,7339600.0,350.1156157,351.67250549999994,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-12-17 00:00:00,344.34433,348.058044,332.167175,334.949951,334.949951,10961000.0,348.7369189090909,347.86536633333327,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-12-18 00:00:00,337.417419,338.693695,326.576569,337.012024,337.012024,14319000.0,347.7598443333333,344.10577366666666,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-12-19 00:00:00,337.442444,340.090088,334.834839,339.024017,339.024017,8833300.0,347.08785761538456,342.28478466666667,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-12-20 00:00:00,343.25827,345.845856,340.64566,345.190186,345.190186,8835500.0,346.9523096428571,341.4789783333333,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-12-21 00:00:00,349.289276,349.97998,346.96698,348.693695,348.693695,10753200.0,347.06840199999994,341.6991983333333,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-12-24 00:00:00,347.842834,350.715729,346.876892,350.715729,350.715729,3253500.0,347.2963599374999,342.59760033333333,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-12-26 00:00:00,349.844849,356.96698,349.454468,355.775787,355.775787,5054900.0,347.7951497647058,346.068573,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-12-27 00:00:00,353.888885,358.358368,350.720734,350.720734,350.720734,5879100.0,347.9576822222221,348.353358,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-12-28 00:00:00,352.81781,354.329315,348.618622,351.616608,351.616608,5120200.0,348.1502572631578,350.4521231666667,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-12-31 00:00:00,349.634644,351.596588,345.635651,346.08609,346.08609,4747600.0,348.0470488999999,350.6014405,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-01-02 00:00:00,346.781769,349.034027,339.204193,342.937927,342.937927,8605100.0,347.8037573809523,349.64214583333336,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-01-03 00:00:00,342.972961,343.768768,338.598602,343.007996,343.007996,6498400.0,347.58576822727264,348.3575236666666,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-01-04 00:00:00,340.185181,340.820831,327.82782,328.828827,328.828827,10708800.0,346.7702490434782,343.8663636666667,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-01-07 00:00:00,327.297302,331.471466,318.993988,324.949951,324.949951,12793900.0,345.86106995833325,339.5712331666667,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-01-08 00:00:00,326.826813,330.310303,315.815826,316.156158,316.156158,10667500.0,344.6728734799999,333.66115816666667,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-01-09 00:00:00,315.335327,326.997009,311.566559,326.926941,326.926941,13465900.0,343.99033761538453,330.46796666666665,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-01-10 00:00:00,322.82782,328.928925,320.375366,323.68869,323.68869,12655700.0,343.2384247407407,327.25976049999997,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-01-11 00:00:00,321.671661,325.060059,315.370361,319.444458,319.444458,9944000.0,342.38864021428566,323.33250416666664,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-01-14 00:00:00,325.895905,329.029022,322.947937,327.237244,327.237244,8886100.0,341.866178275862,323.0672403333333,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-01-15 00:00:00,323.273285,324.849854,318.007996,319.144135,319.144135,11125200.0,341.1087768333333,322.0996043333333,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-01-16 00:00:00,314.799805,320.315308,301.266266,308.283295,308.283295,21098800.0,340.04989032258055,320.7874605,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-01-17 00:00:00,310.690704,313.183197,299.304291,300.695709,300.695709,16417100.0,338.8200721562499,316.4155885,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-01-18 00:00:00,304.484497,305.300293,299.524536,300.425415,300.425415,17062100.0,337.6565976969696,312.538376,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-01-22 00:00:00,281.296295,299.049042,280.88089,292.467468,292.467468,18983900.0,336.3275056470588,308.042211,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-01-23 00:00:00,280.635651,284.284271,259.759766,274.584595,274.584595,33897400.0,334.5634224857142,299.2667695,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-01-24 00:00:00,279.679688,290.135132,277.347351,287.532532,287.532532,18782900.0,333.25700886111105,293.998169,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
