Date,Open,High,Low,Close,Adj Close,Volume
2012-11-30,70.309998,70.349998,69.739998,70.209999,56.031654,6664600
2012-12-03,70.320000,70.410004,69.800003,69.870003,55.760303,4769200
2012-12-04,69.839996,70.019997,69.650002,69.860001,55.752331,3644900
2012-12-05,69.500000,70.089996,69.300003,69.709999,56.063583,4841900
2012-12-06,69.809998,70.019997,69.750000,70.019997,56.312893,4086200
2012-12-07,70.059998,70.269997,69.849998,70.260002,56.505913,3891300
2012-12-10,70.019997,70.330002,70.000000,70.209999,56.465687,4124000
2012-12-11,70.209999,70.889999,70.089996,70.419998,56.634586,5840800
2012-12-12,70.500000,70.750000,70.160004,70.239998,56.489819,4483400
2012-12-13,70.320000,70.459999,70.099998,70.209999,56.465687,4325200
2012-12-14,70.099998,70.449997,70.010002,70.160004,56.425488,5068300
2012-12-17,70.260002,70.580002,70.099998,70.370003,56.594379,5934100
2012-12-18,70.269997,70.769997,70.000000,70.529999,56.723064,5549700
2012-12-19,70.550003,70.650002,69.849998,69.879997,56.200298,6275900
2012-12-20,70.029999,70.250000,69.669998,70.110001,56.385269,6478200
2012-12-21,69.980003,70.089996,69.230003,69.629997,55.999245,8748000
2012-12-24,69.330002,69.599998,69.010002,69.430000,55.838383,2071300
2012-12-26,69.410004,69.430000,68.580002,68.839996,55.363907,3731400
2012-12-27,68.750000,68.930000,68.180000,68.669998,55.227165,4748100
2012-12-28,68.339996,68.690002,68.010002,68.019997,54.704418,3764500
2012-12-31,67.779999,68.449997,67.389999,68.430000,55.034149,5899600
2013-01-02,69.180000,69.480003,68.639999,69.330002,55.757961,8055900
2013-01-03,69.279999,69.480003,69.050003,69.360001,55.782104,5200100
2013-01-04,69.290001,69.629997,69.099998,69.459999,55.862511,4512300
2013-01-07,69.529999,69.690002,69.160004,69.449997,55.854481,5658400
2013-01-08,69.250000,69.699997,69.250000,69.660004,56.023369,5072500
2013-01-09,69.949997,70.040001,69.570000,70.010002,56.304859,6280900
2013-01-10,70.190002,70.919998,70.160004,70.809998,56.948235,6923200
2013-01-11,70.720001,70.889999,70.559998,70.879997,57.004547,4668900
2013-01-14,70.889999,71.419998,70.769997,71.290001,57.334290,5631800
2013-01-15,71.169998,71.739998,70.870003,71.599998,57.583591,5546100
2013-01-16,71.330002,71.800003,71.260002,71.480003,57.487095,5001000
2013-01-17,71.639999,72.470001,71.300003,72.430000,58.251106,7495700
2013-01-18,72.220001,72.540001,72.129997,72.480003,58.291321,7741200
2013-01-22,72.389999,72.449997,72.019997,72.199997,58.066124,7042200
2013-01-23,72.080002,72.290001,71.739998,71.809998,57.752472,4812000
2013-01-24,71.910004,72.379997,71.910004,72.230003,58.090286,5136300
2013-01-25,72.400002,72.550003,72.230003,72.489998,58.299366,4153600
2013-01-28,72.410004,72.669998,72.300003,72.610001,58.395882,3741000
2013-01-29,72.459999,72.949997,72.459999,72.940002,58.661282,6654600
2013-01-30,72.870003,73.459999,72.839996,73.209999,58.878418,5179600
2013-01-31,73.360001,73.370003,72.680000,72.849998,58.588894,5677900
2013-02-01,73.080002,73.110001,72.570000,72.669998,58.444111,5964900
2013-02-04,72.480003,72.669998,72.400002,72.449997,58.267200,5449500
2013-02-05,72.629997,73.160004,72.629997,73.150002,58.830177,5558500
2013-02-06,72.910004,73.120003,72.739998,72.769997,58.524559,4782800
2013-02-07,72.820000,73.029999,72.459999,72.809998,58.556721,4146400
2013-02-08,72.760002,72.870003,72.470001,72.599998,58.387840,3721400
2013-02-11,72.500000,72.639999,72.199997,72.360001,58.194813,3744000
2013-02-12,72.419998,72.449997,72.059998,72.169998,58.042007,6398000
2013-02-13,72.239998,72.370003,70.980003,71.500000,57.503170,12029800
2013-02-14,72.120003,73.199997,71.500000,72.279999,58.130482,8160800
2013-02-15,72.489998,73.720001,72.470001,73.680000,59.256413,9345800
2013-02-19,73.750000,75.589996,73.480003,75.500000,60.720116,10825700
2013-02-20,75.290001,75.860001,75.290001,75.419998,60.655781,7637900
2013-02-21,75.269997,75.440002,74.720001,75.360001,60.607536,5645200
2013-02-22,75.419998,75.580002,75.139999,75.570000,60.776424,4971300
2013-02-25,75.680000,76.330002,75.089996,75.190002,60.470821,7600400
2013-02-26,75.400002,75.769997,75.000000,75.620003,60.816647,6176900
2013-02-27,75.099998,75.589996,74.529999,75.480003,61.138206,4655800
2013-02-28,75.440002,75.949997,75.440002,75.769997,61.373108,6007400
2013-03-01,75.550003,75.949997,75.370003,75.930000,61.502708,4282100
2013-03-04,75.779999,76.620003,75.540001,76.599998,62.045399,5558800
2013-03-05,76.839996,77.070000,76.489998,76.900002,62.288387,7424800
2013-03-06,77.000000,77.089996,76.620003,76.800003,62.207394,3940800
2013-03-07,76.760002,77.169998,76.669998,77.139999,62.482803,4461600
2013-03-08,77.160004,77.410004,76.650002,77.199997,62.531380,4297000
2013-03-11,77.120003,77.389999,76.790001,76.849998,62.247875,4023100
2013-03-12,76.830002,77.180000,76.690002,76.889999,62.280293,4608300
2013-03-13,76.889999,77.099998,76.650002,76.949997,62.328896,3544000
2013-03-14,77.059998,77.220001,76.860001,77.190002,62.523304,4149900
2013-03-15,76.849998,77.150002,76.699997,77.040001,62.401779,6650900
2013-03-18,76.660004,76.989998,76.599998,76.680000,62.110184,4176900
2013-03-19,76.779999,76.949997,76.500000,76.669998,62.102108,5040200
2013-03-20,76.949997,77.070000,76.070000,76.320000,61.818611,7579800
2013-03-21,76.290001,76.750000,76.000000,76.150002,61.680920,3998200
2013-03-22,76.739998,79.269997,76.660004,78.639999,63.697784,14228500
2013-03-25,78.610001,78.639999,77.599998,77.830002,63.041672,6873800
2013-03-26,77.900002,78.940002,77.790001,78.919998,63.924576,5183700
2013-03-27,78.500000,78.650002,77.910004,78.290001,63.414272,3601600
2013-03-28,78.500000,79.129997,78.070000,79.110001,64.078468,5338100
2013-04-01,78.760002,79.230003,78.760002,79.099998,64.070389,3639000
2013-04-02,79.349998,79.879997,79.269997,79.739998,64.588760,4034100
2013-04-03,79.870003,79.879997,78.800003,78.959999,63.956985,3895400
2013-04-04,78.300003,79.570000,78.300003,79.529999,64.418678,5299000
2013-04-05,78.949997,79.080002,78.400002,78.589996,63.657280,4244000
2013-04-08,78.570000,79.510002,78.250000,79.500000,64.394371,3726400
2013-04-09,79.599998,79.720001,79.150002,79.209999,64.159500,3921900
2013-04-10,79.430000,80.099998,79.260002,80.059998,64.847954,3540200
2013-04-11,80.029999,80.480003,79.800003,79.959999,64.766953,5389900
2013-04-12,78.930000,80.040001,78.739998,79.989998,64.791283,5540000
2013-04-15,79.529999,80.019997,78.910004,78.919998,63.924576,5356600
2013-04-16,79.230003,80.029999,79.089996,80.000000,64.799385,5148600
2013-04-17,79.739998,80.150002,78.769997,78.849998,63.867901,7532300
2013-04-18,80.209999,83.449997,80.110001,81.250000,65.811874,18895600
2013-04-19,82.010002,83.269997,81.870003,82.769997,67.043053,8368300
2013-04-22,82.290001,83.629997,82.050003,83.379997,67.537140,6664800
2013-04-23,83.669998,84.320000,83.500000,84.099998,68.120338,6670800
2013-04-24,84.059998,84.290001,82.220001,82.339996,66.694756,6398300
2013-04-25,82.410004,83.089996,82.180000,82.820000,67.083549,5602800
2013-04-26,82.709999,82.989998,82.300003,82.510002,66.832451,3076000
2013-04-29,82.510002,82.919998,82.419998,82.650002,66.945869,2849600
2013-04-30,82.410004,82.639999,82.019997,82.470001,66.800049,4116100
2013-05-01,82.360001,82.839996,82.080002,82.209999,66.589462,3532100
2013-05-02,82.139999,82.930000,82.080002,82.559998,66.872971,2727000
2013-05-03,82.959999,83.250000,82.459999,82.830002,67.091675,4777200
2013-05-06,82.699997,82.699997,82.220001,82.500000,66.824348,3032100
2013-05-07,82.589996,83.339996,82.370003,83.339996,67.504753,3706700
2013-05-08,83.300003,83.650002,82.809998,83.250000,67.431847,4110700
2013-05-09,83.349998,83.580002,82.599998,82.849998,67.107826,3711900
2013-05-10,82.980003,83.250000,82.580002,83.000000,67.229347,3161800
2013-05-13,82.720001,83.349998,82.519997,83.029999,67.253654,3010600
2013-05-14,83.059998,83.519997,82.919998,83.500000,67.634354,4538500
2013-05-15,83.379997,84.449997,83.239998,84.250000,68.241837,4087900
2013-05-16,84.040001,84.779999,83.669998,83.739998,67.828751,4496300
2013-05-17,83.910004,84.040001,83.110001,83.800003,67.877327,4505200
2013-05-20,83.790001,83.839996,82.470001,82.589996,66.897232,3958200
2013-05-21,82.629997,82.930000,82.120003,82.629997,66.929657,3982600
